Longitude (deg),Latitude (deg),"Rainfall class (0: < 0.5, 1: [0.5 4), 2: [4,8), 3: >= 8 (mm/day)"
126.25,-40.05235602094241,1.0
251.25,8.952879581151834,3.0
13.75,41.93717277486911,1.0
83.75,-31.57068062827225,1.0
232.5,-13.66492146596859,1.0
225.0,48.53403141361255,1.0
87.5,57.01570680628271,1.0
190.0,-50.41884816753927,1.0
296.25,18.376963350785346,1.0
88.75,0.47120418848167844,1.0
106.25,10.837696335078533,3.0
357.5,-6.125654450261777,0.0
311.25,58.90052356020942,1.0
275.0,-28.7434554973822,1.0
272.5,40.994764397905755,1.0
110.0,7.068062827225134,3.0
146.25,-29.68586387434555,1.0
165.0,52.30366492146598,1.0
48.75,-21.204188481675388,1.0
173.75,7.068062827225134,3.0
296.25,23.089005235602087,1.0
278.75,39.10994764397907,1.0
341.25,-1.4136125654450211,0.0
31.25,21.204188481675388,0.0
50.0,41.93717277486911,0.0
122.5,5.1832460732984345,3.0
213.75,30.6282722513089,1.0
183.75,-11.78010471204189,2.0
290.0,-31.57068062827225,1.0
223.75,-8.952879581151834,1.0
138.75,1.4136125654450211,3.0
63.75,-24.031413612565444,1.0
206.25,28.7434554973822,1.0
245.0,15.54973821989529,2.0
308.75,-48.53403141361257,1.0
117.5,48.53403141361255,1.0
241.25,53.24607329842931,1.0
45.0,44.764397905759154,1.0
320.0,-42.87958115183246,2.0
116.25,-20.261780104712045,0.0
326.25,-42.87958115183246,2.0
238.75,-50.41884816753927,1.0
61.25,31.570680628272257,0.0
248.75,23.089005235602087,1.0
141.25,-5.1832460732984345,3.0
338.75,-39.109947643979055,1.0
200.0,2.356020942408378,1.0
137.5,-45.70680628272251,1.0
50.0,-52.303664921465966,2.0
102.5,-9.89528795811519,1.0
280.0,-28.7434554973822,0.0
291.25,2.356020942408378,3.0
298.75,27.801047120418843,1.0
350.0,32.5130890052356,1.0
312.5,-0.47120418848167844,1.0
356.25,-0.47120418848167844,0.0
86.25,17.43455497382199,3.0
325.0,-39.109947643979055,2.0
145.0,13.66492146596859,3.0
32.5,3.2984293193717207,1.0
311.25,-51.361256544502616,1.0
202.5,-43.82198952879581,1.0
83.75,-20.261780104712045,1.0
116.25,-4.240837696335078,1.0
262.5,16.492146596858632,2.0
285.0,-54.18848167539267,2.0
28.75,-24.031413612565444,0.0
266.25,7.068062827225134,3.0
233.75,24.031413612565444,0.0
150.0,50.41884816753927,1.0
188.75,11.78010471204189,2.0
193.75,-51.361256544502616,1.0
125.0,4.240837696335078,2.0
1.25,55.13089005235602,1.0
353.75,30.6282722513089,0.0
80.0,-15.54973821989529,1.0
95.0,8.010471204188477,3.0
343.75,-52.303664921465966,1.0
166.25,20.261780104712045,2.0
117.5,42.87958115183247,2.0
88.75,-8.952879581151834,1.0
223.75,-5.1832460732984345,1.0
8.75,48.53403141361255,1.0
291.25,52.30366492146598,1.0
152.5,53.24607329842931,1.0
20.0,-20.261780104712045,0.0
278.75,13.66492146596859,2.0
155.0,-54.18848167539267,1.0
328.75,6.125654450261777,3.0
22.5,-34.397905759162306,1.0
117.5,12.722513089005233,3.0
178.75,52.30366492146598,1.0
316.25,-2.356020942408378,0.0
51.25,48.53403141361255,1.0
356.25,-26.8586387434555,1.0
48.75,58.90052356020942,1.0
346.25,-23.0890052356021,1.0
198.75,-44.76439790575916,1.0
46.25,-29.68586387434555,1.0
62.5,40.0523560209424,0.0
238.75,1.4136125654450211,0.0
25.0,-10.837696335078533,0.0
332.5,-38.167539267015705,2.0
306.25,3.2984293193717207,1.0
240.0,59.84293193717278,1.0
37.5,39.10994764397907,0.0
192.5,-4.240837696335078,2.0
358.75,-39.109947643979055,1.0
25.0,-59.84293193717278,1.0
75.0,-57.95811518324607,1.0
297.5,54.188481675392666,1.0
292.5,-54.18848167539267,1.0
31.25,51.36125654450262,1.0
110.0,34.3979057591623,2.0
256.25,-23.0890052356021,1.0
197.5,47.591623036649224,1.0
103.75,-57.95811518324607,1.0
268.75,41.93717277486911,1.0
195.0,-56.07329842931937,1.0
231.25,-6.125654450261777,1.0
323.75,40.0523560209424,1.0
326.25,-46.64921465968587,1.0
177.5,-30.6282722513089,1.0
285.0,-48.53403141361257,3.0
262.5,50.41884816753927,1.0
277.5,-22.146596858638745,0.0
17.5,-38.167539267015705,1.0
71.25,-43.82198952879581,1.0
5.0,9.895287958115176,3.0
326.25,35.340314136125656,1.0
228.75,18.376963350785346,1.0
92.5,-58.90052356020942,1.0
112.5,-29.68586387434555,1.0
163.75,-54.18848167539267,1.0
158.75,12.722513089005233,2.0
321.25,-42.87958115183246,2.0
32.5,8.010471204188477,2.0
200.0,-40.99476439790576,1.0
266.25,41.93717277486911,1.0
143.75,20.261780104712045,2.0
72.5,-31.57068062827225,1.0
51.25,33.455497382198956,0.0
108.75,0.47120418848167844,2.0
218.75,-18.376963350785346,1.0
267.5,4.240837696335078,2.0
156.25,40.0523560209424,2.0
131.25,-53.24607329842932,1.0
90.0,-46.64921465968587,2.0
168.75,4.240837696335078,3.0
171.25,40.994764397905755,2.0
18.75,37.225130890052355,0.0
177.5,-25.916230366492144,1.0
177.5,11.78010471204189,2.0
296.25,-2.356020942408378,1.0
136.25,48.53403141361255,2.0
8.75,-35.340314136125656,1.0
260.0,57.01570680628271,1.0
87.5,4.240837696335078,2.0
153.75,45.70680628272251,1.0
200.0,47.591623036649224,1.0
168.75,-55.13089005235602,1.0
127.5,-6.125654450261777,1.0
270.0,-8.952879581151834,0.0
180.0,40.0523560209424,1.0
320.0,35.340314136125656,1.0
45.0,23.089005235602087,0.0
146.25,-48.53403141361257,1.0
275.0,48.53403141361255,1.0
96.25,49.47643979057591,1.0
256.25,51.36125654450262,1.0
201.25,58.90052356020942,1.0
193.75,50.41884816753927,1.0
207.5,43.8219895287958,1.0
97.5,24.9738219895288,3.0
187.5,0.47120418848167844,1.0
111.25,8.952879581151834,3.0
343.75,-19.31937172774869,1.0
355.0,55.13089005235602,1.0
286.25,0.47120418848167844,2.0
51.25,52.30366492146598,1.0
267.5,23.089005235602087,1.0
222.5,18.376963350785346,1.0
327.5,-23.0890052356021,1.0
226.25,-23.0890052356021,1.0
110.0,-36.282722513089006,1.0
330.0,-6.125654450261777,1.0
41.25,50.41884816753927,1.0
257.5,13.66492146596859,3.0
40.0,35.340314136125656,0.0
260.0,-55.13089005235602,1.0
45.0,37.225130890052355,0.0
142.5,51.36125654450262,1.0
80.0,-9.89528795811519,1.0
36.25,8.952879581151834,3.0
298.75,-9.89528795811519,0.0
127.5,-21.204188481675388,0.0
298.75,17.43455497382199,1.0
13.75,50.41884816753927,1.0
355.0,-7.068062827225134,0.0
92.5,49.47643979057591,1.0
171.25,45.70680628272251,2.0
98.75,-24.9738219895288,1.0
1.25,-12.722513089005233,0.0
110.0,20.261780104712045,2.0
322.5,-24.031413612565444,1.0
185.0,31.570680628272257,1.0
331.25,-50.41884816753927,1.0
206.25,-24.9738219895288,2.0
281.25,-26.8586387434555,0.0
162.5,-2.356020942408378,3.0
245.0,-10.837696335078533,1.0
183.75,43.8219895287958,1.0
325.0,32.5130890052356,1.0
182.5,57.958115183246065,1.0
130.0,-28.7434554973822,0.0
128.75,-54.18848167539267,1.0
285.0,49.47643979057591,1.0
280.0,-24.031413612565444,0.0
291.25,-34.397905759162306,1.0
136.25,15.54973821989529,3.0
267.5,40.0523560209424,1.0
21.25,-8.952879581151834,0.0
75.0,58.90052356020942,1.0
100.0,-42.87958115183246,2.0
182.5,52.30366492146598,1.0
272.5,-10.837696335078533,0.0
261.25,-56.07329842931937,1.0
46.25,17.43455497382199,0.0
135.0,-38.167539267015705,1.0
146.25,30.6282722513089,1.0
175.0,-24.031413612565444,1.0
17.5,-19.31937172774869,0.0
230.0,-5.1832460732984345,1.0
101.25,34.3979057591623,3.0
58.75,20.261780104712045,0.0
53.75,57.958115183246065,1.0
87.5,-31.57068062827225,1.0
30.0,-21.204188481675388,0.0
31.25,52.30366492146598,1.0
248.75,31.570680628272257,1.0
338.75,-51.361256544502616,1.0
106.25,-53.24607329842932,2.0
247.5,-11.78010471204189,1.0
72.5,40.0523560209424,0.0
171.25,56.07329842931938,1.0
335.0,-30.6282722513089,1.0
195.0,-8.010471204188477,2.0
146.25,27.801047120418843,1.0
298.75,-32.5130890052356,1.0
76.25,-23.0890052356021,1.0
92.5,-5.1832460732984345,2.0
207.5,50.41884816753927,1.0
108.75,-17.43455497382199,1.0
146.25,-4.240837696335078,2.0
67.5,-18.376963350785346,1.0
136.25,-12.722513089005233,0.0
188.75,-55.13089005235602,1.0
107.5,22.146596858638745,3.0
276.25,-14.607329842931932,0.0
196.25,30.6282722513089,1.0
51.25,31.570680628272257,0.0
270.0,49.47643979057591,1.0
190.0,21.204188481675388,1.0
1.25,-56.07329842931937,1.0
313.75,-59.84293193717278,1.0
305.0,-9.89528795811519,0.0
303.75,-37.225130890052355,1.0
212.5,-44.76439790575916,1.0
173.75,27.801047120418843,1.0
143.75,42.87958115183247,2.0
46.25,-40.05235602094241,1.0
132.5,-26.8586387434555,1.0
47.5,29.685863874345543,0.0
257.5,34.3979057591623,1.0
170.0,-54.18848167539267,1.0
327.5,30.6282722513089,0.0
341.25,17.43455497382199,1.0
111.25,-41.93717277486911,1.0
108.75,38.16753926701571,1.0
48.75,31.570680628272257,0.0
211.25,-10.837696335078533,1.0
207.5,-20.261780104712045,1.0
346.25,55.13089005235602,1.0
323.75,-13.66492146596859,1.0
233.75,-38.167539267015705,2.0
22.5,19.31937172774869,0.0
71.25,27.801047120418843,1.0
203.75,-21.204188481675388,1.0
13.75,7.068062827225134,3.0
22.5,49.47643979057591,1.0
161.25,-8.952879581151834,3.0
136.25,42.87958115183247,1.0
300.0,8.010471204188477,1.0
340.0,-2.356020942408378,0.0
212.5,-57.01570680628272,1.0
113.75,40.0523560209424,2.0
260.0,-40.99476439790576,2.0
286.25,-49.47643979057592,3.0
206.25,53.24607329842931,1.0
12.5,-10.837696335078533,0.0
260.0,-23.0890052356021,1.0
267.5,53.24607329842931,1.0
315.0,57.01570680628271,1.0
185.0,-44.76439790575916,1.0
353.75,-39.109947643979055,1.0
77.5,50.41884816753927,1.0
321.25,9.895287958115176,2.0
108.75,-18.376963350785346,1.0
28.75,-15.54973821989529,0.0
156.25,13.66492146596859,2.0
276.25,-41.93717277486911,1.0
57.5,-51.361256544502616,2.0
316.25,-3.298429319371735,0.0
21.25,27.801047120418843,0.0
356.25,-13.66492146596859,0.0
165.0,-33.455497382198956,1.0
221.25,-50.41884816753927,1.0
156.25,57.958115183246065,1.0
211.25,56.07329842931938,1.0
57.5,-48.53403141361257,2.0
261.25,-35.340314136125656,2.0
67.5,-2.356020942408378,1.0
96.25,51.36125654450262,1.0
201.25,30.6282722513089,1.0
333.75,33.455497382198956,0.0
231.25,6.125654450261777,2.0
337.5,-35.340314136125656,1.0
220.0,20.261780104712045,1.0
341.25,-29.68586387434555,1.0
133.75,-48.53403141361257,1.0
88.75,-40.05235602094241,1.0
286.25,36.282722513089,2.0
183.75,57.958115183246065,1.0
87.5,-40.99476439790576,1.0
281.25,40.0523560209424,1.0
21.25,57.958115183246065,1.0
200.0,-55.13089005235602,1.0
91.25,37.225130890052355,1.0
107.5,32.5130890052356,2.0
157.5,-8.952879581151834,3.0
158.75,-34.397905759162306,1.0
331.25,9.895287958115176,3.0
121.25,-4.240837696335078,2.0
61.25,42.87958115183247,0.0
258.75,-24.031413612565444,1.0
31.25,-58.90052356020942,2.0
235.0,42.87958115183247,0.0
263.75,45.70680628272251,1.0
350.0,36.282722513089,0.0
247.5,-35.340314136125656,2.0
36.25,14.607329842931932,1.0
170.0,-50.41884816753927,1.0
332.5,-37.225130890052355,1.0
221.25,30.6282722513089,0.0
2.5,45.70680628272251,1.0
37.5,-11.78010471204189,0.0
85.0,16.492146596858632,3.0
53.75,-43.82198952879581,1.0
308.75,33.455497382198956,1.0
112.5,-14.607329842931932,1.0
117.5,14.607329842931932,3.0
87.5,26.8586387434555,3.0
175.0,-45.70680628272251,1.0
108.75,16.492146596858632,2.0
237.5,25.916230366492144,0.0
47.5,-17.43455497382199,0.0
193.75,-55.13089005235602,1.0
131.25,13.66492146596859,3.0
76.25,-17.43455497382199,1.0
155.0,50.41884816753927,1.0
72.5,-6.125654450261777,1.0
50.0,20.261780104712045,0.0
80.0,5.1832460732984345,3.0
140.0,-54.18848167539267,1.0
190.0,41.93717277486911,1.0
63.75,-5.1832460732984345,1.0
132.5,-50.41884816753927,1.0
315.0,55.13089005235602,1.0
202.5,50.41884816753927,1.0
257.5,-39.109947643979055,2.0
356.25,-23.0890052356021,0.0
15.0,-13.66492146596859,0.0
225.0,-58.90052356020942,1.0
165.0,-52.303664921465966,1.0
195.0,-12.722513089005233,1.0
230.0,-21.204188481675388,1.0
27.5,24.031413612565444,0.0
271.25,28.7434554973822,1.0
205.0,-0.47120418848167844,1.0
68.75,49.47643979057591,1.0
11.25,26.8586387434555,0.0
70.0,53.24607329842931,1.0
86.25,11.78010471204189,3.0
180.0,42.87958115183247,2.0
252.5,-5.1832460732984345,0.0
111.25,58.90052356020942,1.0
73.75,41.93717277486911,0.0
265.0,-35.340314136125656,2.0
316.25,-18.376963350785346,0.0
333.75,44.764397905759154,1.0
37.5,18.376963350785346,0.0
68.75,-43.82198952879581,1.0
246.25,-2.356020942408378,0.0
156.25,35.340314136125656,1.0
187.5,12.722513089005233,2.0
6.25,8.010471204188477,3.0
220.0,39.10994764397907,1.0
6.25,15.54973821989529,1.0
336.25,14.607329842931932,1.0
265.0,56.07329842931938,1.0
92.5,-57.01570680628272,1.0
257.5,37.225130890052355,1.0
315.0,17.43455497382199,1.0
112.5,-4.240837696335078,1.0
158.75,18.376963350785346,2.0
225.0,52.30366492146598,1.0
191.25,13.66492146596859,2.0
200.0,-57.01570680628272,1.0
296.25,-40.99476439790576,1.0
26.25,-44.76439790575916,1.0
142.5,-22.146596858638745,1.0
147.5,-10.837696335078533,1.0
278.75,24.9738219895288,1.0
2.5,52.30366492146598,1.0
162.5,-38.167539267015705,1.0
348.75,-11.78010471204189,0.0
347.5,-55.13089005235602,1.0
121.25,-32.5130890052356,1.0
10.0,-34.397905759162306,1.0
198.75,17.43455497382199,1.0
100.0,25.916230366492144,3.0
122.5,13.66492146596859,3.0
78.75,26.8586387434555,1.0
267.5,-29.68586387434555,1.0
302.5,59.84293193717278,1.0
72.5,-25.916230366492144,1.0
188.75,53.24607329842931,1.0
301.25,-27.80104712041885,1.0
141.25,18.376963350785346,2.0
133.75,38.16753926701571,2.0
103.75,-4.240837696335078,1.0
243.75,-8.952879581151834,1.0
63.75,55.13089005235602,1.0
141.25,-45.70680628272251,1.0
341.25,42.87958115183247,1.0
70.0,-53.24607329842932,2.0
210.0,15.54973821989529,1.0
296.25,40.0523560209424,2.0
70.0,19.31937172774869,1.0
18.75,47.591623036649224,1.0
263.75,15.54973821989529,3.0
3.75,-1.4136125654450211,0.0
177.5,-1.4136125654450211,2.0
242.5,-26.8586387434555,1.0
351.25,44.764397905759154,1.0
96.25,41.93717277486911,1.0
186.25,-51.361256544502616,1.0
341.25,28.7434554973822,0.0
213.75,55.13089005235602,1.0
265.0,44.764397905759154,1.0
150.0,-14.607329842931932,1.0
190.0,27.801047120418843,1.0
301.25,18.376963350785346,1.0
181.25,-43.82198952879581,1.0
43.75,51.36125654450262,1.0
126.25,-43.82198952879581,1.0
88.75,49.47643979057591,1.0
261.25,-28.7434554973822,1.0
76.25,43.8219895287958,0.0
111.25,-17.43455497382199,1.0
280.0,-36.282722513089006,1.0
316.25,-38.167539267015705,2.0
353.75,-49.47643979057592,1.0
117.5,-24.9738219895288,0.0
168.75,47.591623036649224,1.0
290.0,-17.43455497382199,0.0
336.25,49.47643979057591,1.0
32.5,-48.53403141361257,1.0
168.75,-15.54973821989529,1.0
213.75,-42.87958115183246,1.0
28.75,40.994764397905755,0.0
233.75,-24.9738219895288,1.0
352.5,41.93717277486911,1.0
267.5,42.87958115183247,1.0
40.0,28.7434554973822,0.0
340.0,31.570680628272257,0.0
306.25,-25.916230366492144,1.0
351.25,49.47643979057591,1.0
240.0,40.0523560209424,0.0
188.75,6.125654450261777,3.0
306.25,31.570680628272257,1.0
310.0,11.78010471204189,1.0
212.5,-8.010471204188477,1.0
145.0,-0.47120418848167844,3.0
110.0,-35.340314136125656,1.0
82.5,-56.07329842931937,1.0
128.75,22.146596858638745,2.0
57.5,17.43455497382199,0.0
126.25,49.47643979057591,2.0
190.0,43.8219895287958,1.0
58.75,27.801047120418843,0.0
208.75,37.225130890052355,1.0
347.5,29.685863874345543,0.0
201.25,21.204188481675388,1.0
235.0,-3.298429319371735,1.0
13.75,13.66492146596859,1.0
91.25,-29.68586387434555,1.0
192.5,52.30366492146598,1.0
193.75,-48.53403141361257,1.0
198.75,53.24607329842931,1.0
222.5,-31.57068062827225,2.0
201.25,1.4136125654450211,1.0
17.5,9.895287958115176,2.0
255.0,8.952879581151834,3.0
260.0,-31.57068062827225,1.0
330.0,-15.54973821989529,1.0
265.0,22.146596858638745,1.0
172.5,-57.01570680628272,1.0
198.75,48.53403141361255,1.0
150.0,-28.7434554973822,1.0
311.25,-42.87958115183246,1.0
198.75,-4.240837696335078,1.0
316.25,-6.125654450261777,0.0
16.25,39.10994764397907,0.0
208.75,3.2984293193717207,2.0
26.25,-59.84293193717278,1.0
151.25,-28.7434554973822,1.0
53.75,-55.13089005235602,2.0
208.75,2.356020942408378,1.0
27.5,24.9738219895288,0.0
171.25,16.492146596858632,2.0
163.75,42.87958115183247,2.0
21.25,-52.303664921465966,1.0
96.25,50.41884816753927,1.0
251.25,52.30366492146598,1.0
75.0,49.47643979057591,1.0
88.75,-1.4136125654450211,1.0
7.5,-58.90052356020942,1.0
223.75,18.376963350785346,1.0
173.75,55.13089005235602,1.0
160.0,23.089005235602087,2.0
106.25,-13.66492146596859,1.0
243.75,43.8219895287958,1.0
265.0,-32.5130890052356,1.0
50.0,4.240837696335078,1.0
180.0,45.70680628272251,2.0
165.0,33.455497382198956,1.0
166.25,-32.5130890052356,1.0
108.75,44.764397905759154,1.0
105.0,40.0523560209424,1.0
12.5,-12.722513089005233,0.0
236.25,-7.068062827225134,1.0
5.0,21.204188481675388,0.0
315.0,-44.76439790575916,1.0
316.25,24.031413612565444,1.0
238.75,-59.84293193717278,1.0
107.5,-59.84293193717278,1.0
353.75,43.8219895287958,1.0
43.75,24.9738219895288,0.0
145.0,57.01570680628271,1.0
246.25,15.54973821989529,2.0
297.5,-14.607329842931932,0.0
111.25,29.685863874345543,2.0
356.25,-55.13089005235602,1.0
162.5,-26.8586387434555,1.0
293.75,-20.261780104712045,0.0
35.0,-48.53403141361257,1.0
100.0,-5.1832460732984345,1.0
150.0,7.068062827225134,3.0
81.25,-19.31937172774869,1.0
225.0,-15.54973821989529,1.0
346.25,-49.47643979057592,1.0
132.5,-6.125654450261777,1.0
132.5,-55.13089005235602,1.0
113.75,-8.952879581151834,1.0
342.5,37.225130890052355,0.0
231.25,1.4136125654450211,1.0
80.0,-23.0890052356021,1.0
192.5,-10.837696335078533,2.0
156.25,-29.68586387434555,1.0
36.25,-59.84293193717278,1.0
297.5,-45.70680628272251,1.0
228.75,40.994764397905755,0.0
1.25,26.8586387434555,0.0
138.75,25.916230366492144,1.0
100.0,41.93717277486911,1.0
312.5,22.146596858638745,1.0
316.25,-40.99476439790576,2.0
203.75,32.5130890052356,1.0
97.5,50.41884816753927,1.0
253.75,-34.397905759162306,2.0
173.75,-46.64921465968587,1.0
132.5,16.492146596858632,3.0
328.75,-57.95811518324607,1.0
130.0,-5.1832460732984345,2.0
226.25,-8.952879581151834,1.0
287.5,-41.93717277486911,3.0
50.0,57.958115183246065,1.0
312.5,-35.340314136125656,1.0
248.75,-24.9738219895288,1.0
67.5,3.2984293193717207,3.0
318.75,27.801047120418843,1.0
282.5,6.125654450261777,3.0
333.75,-20.261780104712045,1.0
247.5,-38.167539267015705,2.0
285.0,-39.109947643979055,1.0
82.5,24.9738219895288,2.0
158.75,-24.031413612565444,1.0
168.75,-48.53403141361257,1.0
187.5,-3.298429319371735,2.0
111.25,34.3979057591623,2.0
326.25,-24.9738219895288,1.0
6.25,27.801047120418843,0.0
183.75,-8.010471204188477,2.0
